id,serviceName,orgName,areaName,applyStartTime,applyEndTime,cashStandard,applyCondition,policyBasisFiles,policyBasisLinks
2032404505771601921,省未来产业先导区奖补,发改部门,安徽省,2025-06-01,,纳入省未来产业先导区筹建名单，给予首批500万元奖补资金；筹建期结束，对评价达到要求的，再给予500万元奖补资金。,纳入安徽省未来产业先导区筹建名单,安徽省人民政府办公厅关于印发 《安徽省未来产业发展行动方案》的通知；关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1932770639789350914；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2032016727646674946,对检验检测认证机构取得国际权威资质授权的给予奖励,发改部门,安徽省,2025-07-01,2026-06-30,每个认可项目奖励50万元，单个机构最高不超过100万元。,对与国外认证认可机构达成互认的检验检测认证机构。,关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2031316535100317697,制造业“揭榜挂帅”招才引智专项,工信部门,安徽省,2026-02-28,2026-06-30,最高一次性给予100万元经费支持。,"（一）申报企业为承担省制造业“揭榜挂帅”技术攻关任务且2025年根据要求完成揭榜任务自评估的企业，或被评为工信部“揭榜挂帅”相关任务优胜单位的企业。
（二）承担攻关任务人才团队中，必须有一人（含）以上符合安徽省高层次人才标准。",安徽省工业和信息化厅关于开展2026年制造业“揭榜挂帅”招才引智专项资金申报工作的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2031308491066974209
2028425582756765697,对新获批省级跨境电商产业园给予支持,商务部门,安徽省,2027-01-01,2027-06-30,对新获批省级跨境电商产业园给予最高100万元支持。,"当年认定为省级跨境电商产业园。
",关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028421831924916225,对新获批国家跨境电商综试区给予支持,商务部门,安徽省,2026-03-01,2027-04-30,对新获批国家跨境电商综试区给予最高300万元支持，对获得“成效明显”档次的国家跨境电商综试区给予最高100万元考核激励。,"新获国务院批复设立跨境电商综试区的市。
",关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028408447972155394,降低算力使用成本补助,科技部门,安徽省,2025-08-31,2026-04-30,"1.算力使用应用于科技创新的实际业务需要。
2.算力使用方应通过省级智能算力统筹调度平台统一入口使用智能算力。
3.补助范围不属于自建自用范畴，即以合资、独资等方式建设的智能算力非完全为本企业或关联企业所用。
4.算力补助量应按照以下公式计算，当算力补助量大于0时，才可计算补助：算力补助量=算力使用量（使用平台算力量）－算力被使用量（接入平台算力量）
最高可按算力总支出的20%给予支持。","现单位为在安徽省范围内注册登记且具有独立法人资格的通用人工智能企业、高校院所、新型研发机构
算力使用应为企业实际业务需要
算力使用方应通过算力调度平台统一入口使用安徽省内智能算力
补助范围不属于自建自用范畴，即以合资、独资等方式建设的智能算力非完全为本企业或关联企业所用",打造通用人工智能产业创新和应用高地若干政策（2.0版）；关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1970781885573689346；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028291310771249154,对省统一组织的内外贸一体化活动的承办单位给予支持,商务部门,安徽省,2026-03-02,2027-06-30,给予最高50万元支持,承办省统一组织的内外贸一体化活动的单位,关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028289421052747777,省级外资研发中心认定激励,商务部门,安徽省,2026-03-31,2027-07-01,对经认定的外资研发中心，分别给予100万元（企业内设部门或分公司）及200万元（独立法人）激励。,"①有明确的研究开发领域和具体的研发项目，固定的场所、研发必需的仪器设备和其他必需的科研条件。
②累计研发总投入不低于200万美元。
③配备专职管理和研发人员，其中具有相当本科以上学历的直接从事研发活动人员占研发中心总人数的比例不低于80%。
须同时满足以上条件。",关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028277801471713282,支持外贸企业投保国内贸易信用险,商务部门,安徽省,2026-05-01,2027-06-30,对于投保国内贸易信用险业务的外贸企业，对其保费给予最高40%支持，对皖北地区企业给予最高60%支持，单个企业最高支持100万元。,投保国内贸易信用险的外贸企业,关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2027335964896534530,设备融资租赁贴息,工信部门,安徽省,2026-02-10,2026-03-12,对期限在2年期及以上的设备融资租赁业务，按实际支付融资租赁租息的40%给予贴息，单个项目贴息期不超过2年，最高300万元。对皖北地区符合奖补条件的项目，奖补资金上浮 20%，上浮后不超过原条款奖补上限。,"（1）融资租赁业务模式为直接租赁，已签订2年及以上期限融资租赁合同，并产生利息，2026年仍在业务期限内。
（2）租赁物为企业实施新型技术改造的生产及配套设备。
（3）企业合作的租赁公司包括融资租赁公司和金融租赁公司，其中：融资租赁公司需纳入我省或其他省正常经营名单（未
发布正常经营名单的省份，融资租赁公司不得纳入非正常经营融资租赁公司名单，也不纳入“失联”“空壳”名单）；金融租赁公司为国家金融监督管理总局批准设立的、以经营融资租赁业务为主的非银行金融机构。
（4）申报项目为符合《制造业重点领域新型技术改造投资指引》的在建技术改造项目,已切实履行数据上报的法定义务。",安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905
2027333121040982017,技术改造项目贷款贴息,工信部门,安徽省,2026-02-10,2026-03-12,对获得1年期及以上的新型技术改造项目贷款，按照同期贷款银行市场报价利率40%给予贴息，单个项目贴息期不超过3年，最高 500万元。对皖北地区符合奖补条件的项目，奖补资金上浮 20%，上浮后不超过原条款奖补上限。,"1.已签订1年及以上期限项目贷款合同，并产生利息，2026年仍在贷款期限内。申报项目名称、备案名称和贷款合同项目名
称原则上应保持一致。
2.申报项目为符合《制造业重点领域新型技术改造投资指引》的在建技术改造项目,已切实履行数据上报的法定义务。",安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知；关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2026955719697768450,设备补助项目,工信部门,安徽省,2026-02-10,2026-03-12,对符合《制造业重点领域新型技术改造投资指引》且设备（含软件）投资500万元以上的优质新型技术改造项目，按政策执行期内（2025年8月15日至2027年12月31日）设备投资额的8%给予最高500万元奖补。对皖北地区符合奖补条件的项目，奖补资金上浮20%，上浮后不超过原条款奖补上限。,"（1）在安徽省境内注册，具有独立法人资格，法人治理结构规范，成立一年以上的制造业企业。
（2）申报项目为在建技术改造项目，符合《制造业重点领域新型技术改造投资指引》（附件4）的新型技术改造项目。
（3）新型技术改造政策执行期内，项目设备（含软件购置及人工智能大模型租赁费，下同）计划投资500万元以上，且项目建设进度不超过80%。（设备计划投资以企业承诺为准)
（4）项目已切实履行数据上报的法定义务。",安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知；关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
1993155750093475842,支持中国声谷创新发展若干政策中国声谷大型宣传推介活动经费补助项目,工信部门,安徽省,2025-09-05,2025-12-31,每次按会场展位费、租赁费、会务费、广告宣传费、文印费、媒体合作活动费等服务费用100%给予不超过100万元补助。,"1.列入2022年、2023年部省合作年度工作要点或计划，在国内外举办的中国声谷大型宣传推介活动；
2.须在2024年12月21日（含）前完成实施。",安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993154753522651138,支持中国声谷创新发展若干政策企业宣传推荐活动经费补助项目,工信部门,安徽省,2025-09-05,2025-12-31,按实际支出费用的50%给予补助，最高100万元。,"1. 活动按照2023年7月21日《安徽省经济和信息化厅关于开展 支持中国声谷创新发展若干政策前置项目申报工作的通知》要求申请备案，结束日期原则上为2023年12月31日之前；
2. 活动内容与中国声谷发展紧密相关；
（1）高水平产业学术论坛、峰会、新技术发布会：对中国声谷发展有重要影响且具备公共服务性质，以招商引资、合作交流、宣传推广为目的；必须以中国声谷名义，加入中国声谷品牌，参会代表包括时任副厅级以上党政机关、企事业单位人员和诺贝尔奖获得者、两院院士、长江学者、世界500强中国区副总裁及以上人员、全球排名前100的大学的教授等嘉宾，人数不少于3人；邀请参会人数不少于100人（不含主办方及活动工作人员）；
（2）软课题研究：站在中国声谷全局发展角度的战略规划、体制改革、产业研究、管理创新、政策优化等软课题研究。
3. 同一时间段举行的多项活动应据实列支和核算，不得相互混淆费用、违规分摊成本、虚增支出，确保每项活动的费用清晰可追溯。
4. 各类工作性会议、联欢联谊类会议和节庆、赛事类活动等以及纯技术性理论、纯自然科学理论、纯社会科学理论、日常行政管理工作办法与制度等不在支持范围内。核查兑现内容已享受省级财政资金的不在支持范围内。活动举办期间，发生群体性事件、安全生产事故或者知识产权纠纷造成负面影响或严重后果的不在支持范围内。 ",安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993152918279770113,支持中国声谷创新发展若干政策产品创新大赛经费补助项目,工信部门,安徽省,2025-09-05,2025-12-31,按大赛活动会场展位费、租赁费、会务费等服务费用100%给予不超过100万元补贴。 ,"1.中国声谷举办的第五届国际智能语音及人工智能产品相关创新大赛的主体承办单位；
2.项目须在2024年12月21日（含）前完成实施。",安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993151234522566658,支持中国声谷创新发展若干政策产品创新大赛奖励项目,工信部门,安徽省,2025-09-05,2025-12-31,对获得大赛一等奖、二等奖、三等奖的入驻中国声谷发展项目，分别给予50万、25万、10万元奖励。,参加第五届国际智能语音及人工智能产品创新大赛获奖且入园发展单位（个人获奖者须成立独立法人机构），目前正常经营。,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993147761915678721,支持中国声谷创新发展若干政策优秀解决方案示范建设奖励项目,工信部门,安徽省,2025-09-05,2025-12-31,按照实际投资总额给予建设单位最高200万元奖励。,"1. 项目为中国声谷“智能+应用场景”优秀解决方案的落地建设项目且正常实施、应用效果良好；
2. 项目由优秀解决方案研发单位落地建设完成，应用场景均位于安徽省境内； 
3. 单个示范应用项目投资额30万元以上的，需由用户单位组织3人以上专家验收。
4. 用户单位已按市场化原则支付研制单位费用的部分，不纳入政策奖补范围；
5. 项目须在2024年12月21日（含）前完成实施。",安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1991428240708419585,2025年省级科技创新攻坚计划项目支持（农业）,农业部门,安徽省,2025-11-20,2025-12-31,企业牵头项目，单个省支持资金不超过项目总经费的20%。,"1.项目申报单位为安徽省内注册、具有独立法人资格的企事业单位和民非性质的新型研发机构等，有较强的创新能力、人才团队和科研基础条件保障，运行管理规范，社会信用记录良好。鼓励企业牵头，联合上下游企业和高校、科研院所组团申报项目。
2.项目申报单位须有一定的研发投入，原则上应建有相关领域省级及以上创新平台，没有的应具备较为完备的科研基础条件，研发投入较高，财务状况较好。牵头申报单位为企业性质的，须提供2022--2024年3个会计年度的财务审计报告和企业所得税年度纳税申报表，成立时间不足3年的，按实际会计年度提供，数据与系统一致;牵头申报单位为高校、科研院所、三甲医院(含三级专科医院)等事业单位及民非性质的新型研发机构的，须提供2024年科学研究与技术服务事业单位调查表中的JG1-08表，军事单位因保密需要，可不提供研发投入材料。
3.适当放宽申报单位省科技重大专项、省重点研发计划、省级科技创新攻坚计划在研项目数量限制。同一企业原则上限牵头申报1个项目。同一高校、科研院所对同一项目指南原则上限牵头申报1个项目。申报单位同一个项目不得多头申报和重复申报，并承诺本次申报的项目主要研发内容未获得国家和省级有关部门立项支持。
4.2023年以来撤销的省科技重大专项、省重点研发计划、省级科技创新攻坚计划项目，项目承担单位(高校院所指内设学院或研究所)和项目主持人不得申报;2023年以来不通过验收的，项目主持人不得申报;截至2025年9月底逾期未申请验收的，项目承担单位(高校院所指内设学院或研究所)和项目主持人不得申报。
5.项目由多个单位联合申报的，应明确1个牵头申报单位，由牵头单位与各合作单位签订具有法律效力的协议，明晰各方责任和权利、承担的工作任务、资金投入额度与分配额度以及项目实施形成的固定资产和科技成果权益归属等。
",安徽省人民政府关于印发《促进科技型企业高质量发展的若干措施》的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1983007964073226242
1988937748327395330,2025年省级科技创新攻坚计划项目支持（工信）,工信部门,安徽省,2025-11-01,2025-12-31,省级财政支持原则上不超过项目投入的20%。,"1.项目申报单位为安徽省内注册、具有独立法人资格的企事业单位和民非性质的新型研发机构等，有较强的创新能力、人才团队和科研基础条件保障，运行管理规范，社会信用记录良好。鼓励企业牵头，联合上下游企业和高校、科研院所组团申报项目。
2.项目申报单位须有一定的研发投入，原则上应建有相关领域省级及以上创新平台，没有的应具备较为完备的科研基础条件，研发投入较高，财务状况较好。牵头申报单位为企业性质的，须提供2022—2024年3个会计年度的财务审计报告和企业所得税年度纳税申报表，成立时间不足3年的，按实际会计年度提供，数据与系统一致；牵头申报单位为高校、科研院所、三甲医院（含三级专科医院）等事业单位及民非性质的新型研发机构的，须提供2024年科学研究与技术服务事业单位调查表中的JG1-08表，军事单位因保密需要，可不提供研发投入材料。
3.适当放宽申报单位省科技重大专项、省重点研发计划、省级科技创新攻坚计划在研项目数量限制。同一企业原则上限牵头申报1个项目。同一高校、科研院所对同一项目指南原则上限牵头申报1个项目。申报单位同一个项目不得多头申报和重复申报，并承诺本次申报的项目主要研发内容未获得国家和省级有关部门立项支持。
4.2023年以来撤销的省科技重大专项、省重点研发计划、省级科技创新攻坚计划项目，项目承担单位（高校院所指内设学院或研究所）和项目主持人不得申报；2023年以来不通过验收的，项目主持人不得申报；截至2025年9月底逾期未申请验收的，项目承担单位（高校院所指内设学院或研究所）和项目主持人不得申报。
5.项目由多个单位联合申报的，应明确1个牵头申报单位，由牵头单位与各合作单位签订具有法律效力的协议，明晰各方责任和权利、承担的工作任务、资金投入额度与分配额度以及项目实施形成的固定资产和科技成果权益归属等。",安徽省人民政府关于印发《促进科技型企业高质量发展的若干措施》的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1983007964073226242
1988150295010177026,省级电影专资奖励资助电影相关项目,其他部门,安徽省,2025-10-14,2025-11-07,1.对年度票房1000万元及以上、排名前30位的影院，每家给予奖励20万元。2.对安装先进技术设备的影院，奖励金额不超过设备采购支出的20%、最高50万元。3.对我省在央视电影频道黄金时段播出的影片，每部影片给予最高奖励50万元。4.资助我省优秀电影剧本创作生产，每部最高给予资助30万元。5.对我省创作生产的具有文化特色、艺术创新的影片，每部给予最高资助200万元。,符合申报通知中奖补条件的影院及电影机构,安徽省财政厅 中共安徽省委宣传部关于印发 《安徽省省级国家电影事业发展专项 资金管理办法》的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1768477324046675970
1967506280756375554,新认定驰名商标的国内维权保护项目补助,市监部门,安徽省,2025-01-01,2027-12-31,对国家知识产权管理部门新认定驰名商标的国内维权保护项目，维权成功后，一次性给予不超过 50 万元的资金补助,对国家知识产权管理部门新认定驰名商标的国内维权保护项目，维权成功后。,安徽省省级知识产权保护专项资金管理办法,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1965981785311227905,安徽省院士工作站登记备案,科技部门,安徽省,2023-05-12,,"1.对新建登记备案院士工作站给予100万元资助。资助经费一般分三年按40%、30%、30%的比例拨付至承建单位。对具有重大影响和广阔发展前景、预期效益显著的，或同一家院士工作站入驻院士不止1位的，可采取“一事一议”方式确定资助金额。 
2.有效期满综合绩效评价等级为优秀的院士工作站，给予80万元一次性奖励，经费由承建单位按规定自主支配。院士工作站取得“卡脖子”关键核心技术突破或获得国家科技奖等重大科技创新成就的，可采取“一事一议”方式确定绩效评价奖励金额。","一、签约院士具备条件
1.在全国范围内，每位院士受聘的院士工作站数量:未退休院士不超过1个、退休院士不超过3个。
2.院士在每个工作站全职工作时间每年不少于3个月。
3.管理办法规定的《主要科技发达国家科学院、工程院名单》以外的外国科学院、工程院院士，可采取“一事一议”方式进行资
格认定。
二、设站单位具备条件
院士工作站主要依托省相关领域骨干企事业单位设立，申请随时登记备案的建站单位应具备以下条件:
1.具备独立法人资格，经营或运行状况良好且社会信用记录良好;
2.建有专门的研发机构，拥有水平较高、结构合理的研发团队，具备较强的研发能力和消化吸收再创新能力;
3.与相关领域院士及其科研团队签约，并建立长期稳定的合作关系，院士同意与其共同开展技术创新和产业化开发活动;
4.有明确的、实质性的科技研发与成果转化合作任务和稳定的经费支持，能为院士进站工作提供必要的科研、生活条件及其
他后期保障;
5.可单独登记备案的前沿领域院士工作站一般应从事量子信息、聚变能源、深空探测、人工智能、集成电路、网络安全、先进制造、新材料、碳达峰碳中和、生物种业、生命健康等前沿领域。",关于印发安徽省院士工作站管理办法的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1965958350212247554
1963537758046351362,对经国家知识产权管理部门新认定的知识产权保护规范化市场、培育市场,市监部门,安徽省,2024-09-04,2027-09-04,对经国家知识产权管理部门新认定的知识产权保护规范化市场、培育市场，分别一次性给予不超过 30 万元、10 万元的资金补助。,对经国家知识产权管理部门新认定的知识产权 保护规范化市场、培育市场,安徽省省级知识产权保护专项资金管理办法,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1963535964847173634,国家级知识产权信息公共服务网点,市监部门,安徽省,2024-09-04,2027-09-04,经国家知识产权管理部门新备案的国家级知识产权信息公共服务网点每家一次性给予不超过 20 万元的资金补助。,对经国家知识产权管理部门新备案的国家级知识产权信息公共服务网点，每家一次性给予不超过 20 万元的资金补助。,安徽省省级知识产权保护专项资金管理办法,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1963534118275477505,新获得地理标志保护产品或地理标志商标,市监部门,安徽省,2024-09-04,2027-09-04,"1.对新获得地理标志保护产品或地理标志集体（证明） 商标注册证书的申报主体，每件一次性给予不超过 20 万元的资金补助。以上两项，同一产品只补助一次。
2.对新纳入在国外互认互保的地理标志产品，每件一次性给予不超过 20 万元的资金补助。","新获得地理标志保护产品或地理标志集体（证明） 商标注册证书的申报主体；
或新纳入在国外互认互保的地理标志产品。",安徽省省级知识产权保护专项资金管理办法,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1961265753564573698,支持外贸优品拓内销,商务部门,安徽省,2025-08-29,2025-12-31,给予最高5000元一次性支持。,参加省商务厅统一组织或推荐参加的外贸优品拓内销展会活动的进出口企业。,安徽省商务厅 安徽省财政厅关于2024年省级外贸促进政策的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1889138866281324546
1932345628012240897,中小微企业地方水利建设基金按90%收取（2025）,税务部门,安徽省,2025-12-31,2025-12-31,地方水利建设基金按90%收取,中小微企业。中型企业、小型企业和微型企业，按照 《中小企业划型标准规定》(工信部联企业〔2011〕300号)和《金融业企业划型标准规定》(银发〔2015〕309号)中的营业收入指标、资产总额指标确定。,安徽省人民政府印发 《关于推动经济持续回升向好若干政策举措》的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1928291318957793282
1932012488223809538,支持外贸转型升级基地建设,商务部门,安徽省,2026-01-01,2026-07-31,新认定或促进产贸融合发展成效明显的外贸转型升级基地,新认定或促进产贸融合发展成效明显的外贸转型升级基地,安徽省人民政府印发 《关于推动经济持续回升向好若干政策举措》的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1928291318957793282
1674360104799215618,省级特色林业高质量发展示范园资金支持,林业部门,安徽省,2023-11-30,2023-11-30,对新认定的省级特色林业高质量发展示范园给予最高100万元资金支持。,对新认定的省级特色林业高质量发展示范园由市、县（市、区）林业主管部门根据上报的实施方案于翌年11月30日前完成建设验收，经验收合格后，从省财政林业资源保护修复与改革发展资金中，给予相应支持。,安徽省林业局印发关于开展省级高质量发展示范园建设的实施意见的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1674356802422349826
1673263954582753281,进出口企业孵化培训经费,商务部门,安徽省,2023-06-01,2023-12-31,按中标价格支付,外贸促进政策培训承办机构,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
