serviceId,serviceName,policyId,policyTitle,policyNo,policyOffice,publishTime,policyFile,policyFileName,clause,policyDetailUrl,policyReadableUrl
2033884086294769665,2026年度财政与金融协同支持新兴产业专项 “免申即享”融资租赁项目,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对战略性新兴产业领域制造业投资项目贷款、设备融资租赁项目分别给予最高2000万元和300万元贴息。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2033871848171335682,2026年度财政与金融协同支持新兴产业专项 “免申即享”贴息项目,1900399574697844738,安徽省财政与金融协同支持新兴产业专项实施细则,皖发改产业〔2024〕533号,安徽省发展和改革委员会安徽省财政厅安徽省地方金融管理局中国人民银行安徽省分行国家金融监督管理总局安徽监管局,2024-10-15,安徽省财政与金融协同支持新兴产业专项实施细则,安徽省财政与金融协同支持新兴产业专项实施细则.doc,详见文件,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1900399574697844738,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1900399574697844738
2033871848171335682,2026年度财政与金融协同支持新兴产业专项 “免申即享”贴息项目,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对战略性新兴产业领域制造业投资项目贷款、设备融资租赁项目分别给予最高2000万元和300万元贴息。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2033822003712716801,2026年获批全国重点实验室奖补,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对新获批的全国重点实验室等国家级创新平台，给予最高1000万元补助。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2033754890570526721,鼓励类外资项目进口自用设备免税确认,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,执行新版鼓励外商投资产业目录，落实鼓励类外商投资项目（含再投资）依法享受投资总额内进口自用设备免征关税政策,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2032405019766779906,安徽省未来产业标杆应用场景和商业化应用解决方案资金,1932770639789350914,安徽省人民政府办公厅关于印发 《安徽省未来产业发展行动方案》的通知,皖政办秘〔2024〕66号,安徽省人民政府办公厅,2024-09-30,安徽省人民政府办公厅关于印发 《安徽省未来产业发展行动方案》的通知,安徽省未来产业发展行动方案.doc,每年遴选一批省级标杆应用场景和商业化应用解决方案，每个给予100万元的一次性奖励。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1932770639789350914,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1932770639789350914
2032405019766779906,安徽省未来产业标杆应用场景和商业化应用解决方案资金,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,遴选一批未来产业标杆应用场景和商业化应用解决方案，每个给予100万元一次性奖励。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2032404505771601921,省未来产业先导区奖补,1932770639789350914,安徽省人民政府办公厅关于印发 《安徽省未来产业发展行动方案》的通知,皖政办秘〔2024〕66号,安徽省人民政府办公厅,2024-09-30,安徽省人民政府办公厅关于印发 《安徽省未来产业发展行动方案》的通知,安徽省未来产业发展行动方案.doc,布局建设省级未来产业先导区，对纳入省级未来产业先导区筹建名单的，结合筹建任务完成情况，省财政给予所在市最高1000万元奖补资金。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1932770639789350914,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1932770639789350914
2032404505771601921,省未来产业先导区奖补,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,布局创建第二批省级未来产业先导区，推动技术、体制机制、政策先行先试，对新纳入筹建清单的分批次给予最高1000万元支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2032016727646674946,对检验检测认证机构取得国际权威资质授权的给予奖励,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,第15条,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2031316535100317697,制造业“揭榜挂帅”招才引智专项,2031308491066974209,安徽省工业和信息化厅关于开展2026年制造业“揭榜挂帅”招才引智专项资金申报工作的通知,,安徽省工业和信息化厅,2026-02-28,安徽省工业和信息化厅关于开展2026年制造业“揭榜挂帅”招才引智专项资金申报工作的通知,安徽省工业和信息化厅关于开展2026年制造业“揭榜挂帅”招才引智专项资金申报工作的通知.docx,根据省4.0版人才政策，对承担国家和省制造业重点领域技术攻关的人才团队，最高给予200万元经费支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2031308491066974209,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2031308491066974209
2028425582756765697,对新获批省级跨境电商产业园给予支持,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对新获批省级跨境电商产业园给予最高100万元支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028421831924916225,对新获批国家跨境电商综试区给予支持,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对新获批国家跨境电商综试区给予最高300万元支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028408447972155394,降低算力使用成本补助,1970781885573689346,打造通用人工智能产业创新和应用高地若干政策（2.0版）,皖政秘〔2025〕108号,安徽省人民政府,2025-08-11,打造通用人工智能产业创新和应用高地若干政策（2.0版）,附件：1.《打造通用人工智能产业创新和应用高地若干政策（2.0版）》.docx,降低算力使用成本（此条免申即享）,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1970781885573689346,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1970781885573689346
2028408447972155394,降低算力使用成本补助,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,鼓励企业、高校院所利用智能算力资源开展科技创新，最高可按算力总支出的20%给予支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028291310771249154,对省统一组织的内外贸一体化活动的承办单位给予支持,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对省统一组织的内外贸一体化活动的承办单位给予最高50万元支持,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028289421052747777,省级外资研发中心认定激励,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对新认定的省级外资研发中心给予最高200万元奖励。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2028277801471713282,支持外贸企业投保国内贸易信用险,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对投保国内贸易信用险的外贸企业，给予最高100万元保费补贴支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2027335964896534530,设备融资租赁贴息,2026950883933691905,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,皖政办〔2025〕8号,安徽省人民政府办公厅,2025-08-15,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,安徽省人民政府办公厅关于印发《安徽省以新型技术改造推动制造业高端化智能化绿色化发展行动方案》的通知.doc,"对期限在 2 年期及以上的设备融资租赁业务，按实际支付融
资租赁租息的 40%给予贴息，单个项目贴息期不超过 2 年，最高
300 万元。",https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905
2027333121040982017,技术改造项目贷款贴息,2026950883933691905,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,皖政办〔2025〕8号,安徽省人民政府办公厅,2025-08-15,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,安徽省人民政府办公厅关于印发《安徽省以新型技术改造推动制造业高端化智能化绿色化发展行动方案》的通知.doc,对获得1年期及以上的新型技术改造项目贷款，按照同期贷款银行市场报价利率40%给予贴息，单个项目贴息期不超过3年，最高500万元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905
2027333121040982017,技术改造项目贷款贴息,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,对实施新型技术改造的项目按40%给予最高500万元贷款贴息。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
2026955719697768450,设备补助项目,2026950883933691905,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,皖政办〔2025〕8号,安徽省人民政府办公厅,2025-08-15,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,安徽省人民政府办公厅关于印发《安徽省以新型技术改造推动制造业高端化智能化绿色化发展行动方案》的通知.doc,对符合《制造业重点领域新型技术改造投资指引》，且设备（含软件）投资500万元以上的优质新型技术改造项目，按设备（含软件）投资额的8%，给予最高500万元奖补。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905
2026955719697768450,设备补助项目,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,深入开展“智改数转网联绿色”新技改，对符合新型技术改造投资指引的优质项目，按其设备投资额的8%给予最高500万元奖补。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
1993155750093475842,支持中国声谷创新发展若干政策中国声谷大型宣传推介活动经费补助项目,E3218B53A49CA94EE05303C7FE0A5A2F,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,皖政办秘〔2021〕71号,安徽省人民政府办公厅,2021-07-19,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,wKg8BmHNYMiACShMAAbS970g-1I655.pdf,"七、支持对外宣传推介
支持中国声谷企业主办高水平产业学术论坛、峰会、新技术发布会、软课题研究等，每次按其实际支出的50%给予补助，每个最高100万元。（牵头责任单位：省经济和信息化厅、合肥市政府，配合单位：省科技厅、省财政厅）
支持中国声谷在国内外举办大型宣传推介活动，每次对会场展位费、租赁费等给予补助，最高100万元。（牵头责任单位：省经济和信息化厅、合肥市政府，配合单位：省财政厅）",https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993154753522651138,支持中国声谷创新发展若干政策企业宣传推荐活动经费补助项目,E3218B53A49CA94EE05303C7FE0A5A2F,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,皖政办秘〔2021〕71号,安徽省人民政府办公厅,2021-07-19,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,wKg8BmHNYMiACShMAAbS970g-1I655.pdf,七、支持对外宣传推介 支持中国声谷企业主办高水平产业学术论坛、峰会、新技术发布会、软课题研究等，每次按其实际支出的50%给予补助，每个最高100万元。（牵头责任单位：省经济和信息化厅、合肥市政府，配合单位：省科技厅、省财政厅） 支持中国声谷在国内外举办大型宣传推介活动，每次对会场展位费、租赁费等给予补助，最高100万元。（牵头责任单位：省经济和信息化厅、合肥市政府，配合单位：省财政厅）,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993152918279770113,支持中国声谷创新发展若干政策产品创新大赛经费补助项目,E3218B53A49CA94EE05303C7FE0A5A2F,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,皖政办秘〔2021〕71号,安徽省人民政府办公厅,2021-07-19,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,wKg8BmHNYMiACShMAAbS970g-1I655.pdf,"六、支持产业聚集发展
支持中国声谷举办国际智能语音及人工智能产品创新大赛，对获得大赛一等奖、二等奖、三等奖的入园发展项目分别给予50万、25万、10万元奖励，并按每次大赛活动经费的一定比例给予不超过100万元的补助。（牵头责任单位：省经济和信息化厅、合肥市政府，配合单位：省财政厅）",https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993151234522566658,支持中国声谷创新发展若干政策产品创新大赛奖励项目,E3218B53A49CA94EE05303C7FE0A5A2F,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,皖政办秘〔2021〕71号,安徽省人民政府办公厅,2021-07-19,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,wKg8BmHNYMiACShMAAbS970g-1I655.pdf,六、支持产业聚集发展。支持中国声谷举办国际智能语音及人工智能产品创新大赛，对获得大赛一等奖、二等奖、三等奖的入园发展项目分别给予50万、25万、10万元奖励，并按每次大赛活动经费的一定比例给予不超过100万元的补助。（牵头责任单位：省经济和信息化厅、合肥市政府，配合单位：省财政厅）,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1993147761915678721,支持中国声谷创新发展若干政策优秀解决方案示范建设奖励项目,E3218B53A49CA94EE05303C7FE0A5A2F,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,皖政办秘〔2021〕71号,安徽省人民政府办公厅,2021-07-19,安徽省人民政府办公厅关于印发支持中国声谷创新发展若干政策和中国声谷创新发展三年行动计划（2021—2023年）的通知,wKg8BmHNYMiACShMAAbS970g-1I655.pdf,"四、支持产品推广应用
支持综合利用中国声谷企业智能语音及人工智能和信息技术应用创新产品，针对教育、医疗、交通、城管、商业、广电等行业领域以及生产车间、企业园区、机关办公、居民社区等应用场景，制定“智能+应用场景”解决方案，建设“智能+应用场景”示范项目。每年向社会公开征集评选10—30个“智能+应用场景”优秀解决方案，每个方案分别给予一次性补助50万元；每年择优支持20个左右“智能+应用场景”优秀解决方案落地建设示范项目，每项给予最高200万元补助并在省内外推广。",https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=E3218B53A49CA94EE05303C7FE0A5A2F
1991428240708419585,2025年省级科技创新攻坚计划项目支持（农业）,1983007964073226242,安徽省人民政府关于印发《促进科技型企业高质量发展的若干措施》的通知,皖政〔2025〕50号,安徽省人民政府,2025-07-18,安徽省人民政府关于印发《促进科技型企业高质量发展的若干措施》的通知,关于印发《促进科技型企业高质量发展的若干措施》的通知.docx,强化科技攻关。聚焦重点产业发展“最紧急、最紧迫”技术需求，组织实施省级科技创新攻坚计划，支持企业牵头，联合产业链上下游企业和高校院所开展科技攻关，单个项目省支持资金可突破1亿元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1983007964073226242,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1983007964073226242
1988937748327395330,2025年省级科技创新攻坚计划项目支持（工信）,1983007964073226242,安徽省人民政府关于印发《促进科技型企业高质量发展的若干措施》的通知,皖政〔2025〕50号,安徽省人民政府,2025-07-18,安徽省人民政府关于印发《促进科技型企业高质量发展的若干措施》的通知,关于印发《促进科技型企业高质量发展的若干措施》的通知.docx,"组织实施省级科技创新攻坚计划,支持企业牵头联合产业链上下游企业和高校院所开展科技攻关,单个项目省支持资金可突破1亿元。",https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1983007964073226242,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1983007964073226242
